,distance
517,0.8674784660721476
518,1.9588110727255832
519,3.759896795907988
520,3.1089863013876253
521,3.7575829459106806
522,2.123851936470847
523,4.5725796429568275
524,1.0965747482931893
525,11.376205695104208
526,0.9128364181856197
527,0.8939351338768992
528,1.7098665094691352
529,0.8482897967188028
530,3.683584475668836
531,1.264827515401011
532,1.7177241511214612
533,2.1702169423600948
534,5.161934267397877
535,2.006770685793436
536,2.175219152000747
537,3.6211032788604625
538,5.290581015566995
539,2.757514127796105
540,2.8505402914885782
541,0.80302650758905
542,2.444906999236728
543,2.0556035787102647
544,2.2345909966185435
545,2.666210630482118
546,4.420537348629332
547,1.3590734700569713
548,3.89382730041511
549,0.7961688151803449
550,2.267230466388744
551,9.812587421354756
552,1.0083564747166855
553,2.2990433680747397
554,1.7334576819067422
555,2.0464098228836214
556,0.4322928446746178
557,2.000933467481481
558,1.580323650086496
559,0.8199187521103941
560,2.1100687728257177
561,1.5185848620683524
562,4.103983649272111
563,8.620683301635466
564,0.7482108787193329
565,7.305565787650871
566,0.37706217975796646
567,2.9088080580595603
568,1.8210256248495584
569,2.570978191624213
570,1.373954687621153
571,0.8834747646658931
572,2.705154347890165
573,2.403478956027814
574,5.653753256041172
575,4.653584994485144
576,1.7385128912309569
577,2.899471847692238
578,3.3564278471186677
579,0.7812554004629686
580,11.241281503570738
581,1.7166224472573592
582,1.6910821663117237
583,2.1503062947330056
584,3.1882878542176574
585,0.6834827709265558
586,0.7607425943316919
587,0.6345485177039949
588,1.2090303735453334
589,0.9360804079527949
590,2.1308559868005434
591,3.4430169282661076
592,2.7384063663561373
593,1.189824777909103
594,1.4491826784946087
595,0.7147952685815829
596,0.5055940955949203
597,4.852420414795599
598,4.156189849940703
599,1.8913867962246347
600,3.5610855524745926
601,2.1350549639128102
602,1.0910217734800052
603,1.5848118096523434
604,2.314644566558094
605,5.891658312438461
606,9.087351366011116
607,6.077594894429374
608,1.9578136793111434
609,5.550483255198132
610,2.024543489285905
611,1.185856072300386
612,1.198622217157884
613,2.973345895896938
614,0.5118275388143491
615,1.376822109693682
616,1.326350953130862
617,0.8145716468507169
618,2.539527437535046
619,1.2239463156302561
620,3.3528939212387385
621,5.998302279361493
622,1.1894067863333304
623,4.911915635791827
624,3.7059072385765894
625,2.0724669489003906
626,3.7073147439443597
627,3.6529074370701444
628,0.6180976246067605
629,2.904706343440029
630,9.235411455082373
631,9.918260342874905
632,1.2311585150510045
633,6.014564371204003
634,2.973542497208688
635,4.75050214221795
636,3.386767384934689
637,1.4514830885758194
638,2.336913096548469
639,2.536976277516299
640,0.5646042724067311
641,2.7847224291356256
642,1.3774417893750244
643,1.5101613738817228
644,1.5531892521298907
645,2.38957998167904
646,1.1970891953021803
647,1.328882528335842
648,2.0038458924539726
649,3.5579323431662604
650,2.6225506293318532
651,6.19199530703507
652,0.8941628530390738
653,3.7516389213339174
654,1.2123096914264706
655,10.151272872343114
656,3.3164389841501527
657,3.406364261538319
658,2.4985813959786745
659,2.288419029555613
660,5.778266169372676
661,1.3813390330094277
662,2.1108021941030053
663,5.303440341115287
664,2.9230175677862857
665,2.717133100171335
666,3.7005582273840343
667,0.8987069474518138
668,1.4185941432081828
669,2.5647971848021935
670,3.443323075408841
671,3.257378225001707
672,1.989385159006184
673,1.1895178290445612
674,1.176717806814479
675,2.6611165519171998
676,6.045767033253505
677,2.686203516978729
678,1.5535878058636778
679,2.8952011102274264
680,1.8431520605621745
681,1.2337099889869045
682,0.33543109183728753
683,0.7296509514268661
684,5.663604521089295
685,1.437740192513435
686,5.214349701502155
687,0.689233160573194
688,0.6311657823334906
689,3.912769388555597
690,1.5501269003877678
691,2.455866844811998
692,1.0149898364080991
693,2.895577456421955
694,6.933418332303989
695,1.383229803979099
696,3.5208929528912827
697,2.029567949168265
698,2.3010558915614894
699,2.4455798348679196
700,0.09927265331656732
701,1.1077327964109547
702,1.4689399135830064
703,1.9605505898857847
704,1.93550618796171
705,4.038262703371454
706,2.0226704997705034
707,2.465622154207782
708,3.9999669580900514
709,0.7126022480272326
710,0.7040335438041121
711,2.0116987496233167
712,0.8142827574574297
713,1.6177909598722218
714,3.3443058250505437
715,1.12788067100305
716,0.5465368686596601
717,1.7465488926477952
718,2.1804990370532056
719,3.237338313361668
720,1.4829042860778394
721,2.234538015924735
722,6.574192694599999
723,1.8519936417119602
724,3.956552824109485
725,1.5181943874125305
726,0.9534616514207838
727,1.3144341008242189
728,2.2640581974058596
729,2.640941070206666
730,0.9756027746902275
731,1.755036038355794
732,4.3870018003055655
733,1.549871638876951
734,1.456285234612568
735,3.724013903418092
736,0.8993969246351179
737,3.334568515885739
738,6.121990127578311
739,1.3441314334820251
740,2.3863860783403443
741,1.8432818237596151
742,1.0370049567120074
743,2.874004435262817
744,0.6811219090463889
745,0.6823711624711708
746,2.649263267532289
747,2.406481542364976
748,2.4316430903530994
749,4.51295895744685
750,1.6154380791600331
751,1.239788558814345
752,4.203199710800677
753,1.5595511319588278
754,0.7693109349397982
755,3.940579098333124
756,1.4341636271719738
757,1.6722819080164004
758,2.8946469161124297
759,1.9219898680591616
760,1.4942280945894484
761,1.7688997112326343
762,1.1455478808230017
763,1.8464332756899435
764,0.6720499074985292
765,0.588371624987049
766,2.2426625861538994
767,2.4078770613257543
768,2.966217665011166
769,2.0804912571021714
770,10.582899384844813
771,2.728393573492199
772,0.7033985238701602
773,0.8567816559304883
774,1.5536661478531604
775,1.696582341548383
776,9.754427744002788
777,2.844772968963789
778,1.5272053304730109
779,2.3619264826834137
780,1.0664131194056083
781,2.0025355846066373
782,2.3083091374024587
783,1.6561678150935049
784,4.704868854240663
785,0.9487463092522667
786,2.1648838946614086
787,1.1801575649854243
788,2.244332766069031
789,3.151195809554802
790,2.5418767645700515
791,5.182283175500898
792,3.617637533989825
793,0.7115996704867351
794,2.000486241009275
795,0.8557771694935743
796,3.380484636085122
797,10.518999759027153
798,1.4140288922543827
799,2.1497110033458013
800,2.0589976356791375
801,5.25171227831487
802,3.7937644863140108
803,2.218692967778489
804,5.301271608663089
805,8.200330249983622
806,4.486678351294135
807,1.7097013088669086
808,2.2772714148644924
809,0.6656827362896489
810,4.726026454972293
811,1.2242392592082596
812,0.5643829411234401
813,0.8109531532237478
814,0.526936372334019
815,2.7379382284225917
816,1.571588711998667
817,2.114236575825139
818,1.2642739625044772
819,0.6623434979888474
820,3.733946232340397
821,2.161157551246863
822,1.62487596735332
823,1.0183277465570757
824,0.41931859264539917
825,3.4740527180759777
826,2.152546134050508
827,0.7150128574479512
828,0.921697439609911
829,0.7083532820379587
830,3.1317333382124817
831,0.46133840123617476
832,3.5949395226693266
833,2.0818997154571304
834,0.681968164099009
835,0.7085973468741024
836,2.37989782183199
837,2.589161519379999
838,2.2297899890955803
839,3.228657520055849
840,1.0868675694852934
841,2.293650406454403
842,3.097463162683019
843,1.2398658149633432
844,0.2195545095008073
845,1.5184703070965957
846,1.076121168546391
847,1.327320728317411
848,2.2072012059523924
849,0.9827207448894256
850,2.6484567408679953
851,2.227598798667405
852,2.639062288512038
853,5.40618651720907
854,1.8503242087982978
855,2.3863432954151818
856,1.5335177848671513
857,2.8171126113376883
858,5.459368842833532
859,1.9425238439756822
860,3.596232404451052
861,18.818921873938447
862,0.9130828637817486
863,0.9803093953983939
864,2.2289789293932203
865,1.985968126628655
866,1.5717733852271683
867,0.9214268172952926
868,0.4238493461878805
869,3.2291264858263036
870,3.525948140228867
871,8.961028369666986
872,1.8567750415329842
873,1.2782997400366922
874,2.759728316378243
875,1.1968690543098863
876,3.02834783466031
877,3.3823922578669317
878,1.1470977329108774
879,3.443054931267024
880,1.8207998751656442
881,1.6177143118793367
882,6.419657114353426
883,3.159381186176921
884,5.84521553635063
885,1.1053109898346005
886,1.4240568306735646
887,1.758003303751934
888,0.7933425815678063
889,1.7455245312181293
890,2.910167136492612
891,5.370410679344905
892,1.7871034308400995
893,3.7648982778758957
894,2.102199329696279
895,1.0049097830941807
896,5.03952026089155
897,7.7138503192743135
898,1.1335038050215434
899,4.3423725148973835
900,0.6747019191695479
901,3.3669026631132217
902,1.7276976430108164
903,1.3891597017635613
904,0.9854333210820979
905,2.6321859233248084
906,1.3896056117177826
907,0.3805305553897295
908,4.849890904925781
909,1.2222308601668452
910,0.6727915568184527
911,3.854806743400839
912,0.8136791690412044
913,2.2137194337425683
914,3.8071998227113863
915,3.252122272243025
916,3.4600738212241864
917,1.7140221071601305
918,1.8106136554363506
919,4.025347416811201
920,9.34856709515185
921,6.943096754179022
922,2.987040155632964
923,3.4901479718728052
924,2.8465606198918625
925,3.5942657034179217
926,3.0183698272484154
927,1.0968236674619323
928,2.6171648740566344
929,0.695223486413871
930,0.399855229671438
931,2.639523399978066
932,2.8298363105009017
933,1.6180608396110518
934,2.735682330606201
935,1.9225655102358785
936,0.9570537631506169
937,10.616030217231101
938,1.797582591757545
939,6.333726828126188
940,1.8744511385078917
941,3.3670757222607284
942,2.760330263167688
943,1.5972431898973851
944,3.43771553910673
945,0.651982543559005
946,0.5078039210038242
947,3.2201727526695634
948,6.426117682565185
949,6.223424774180735
950,0.7756097778718466
951,1.9898409187987494
952,0.3728294576843409
953,3.2664186158442186
954,0.919162968772762
955,1.509269913783
956,0.7830293959097964
957,0.7149543407367178
958,1.9231409551342047
959,2.232939660567976
960,0.3683800722140902
961,3.430547144361793
962,11.318076148183033
963,4.62764847386899
964,3.3058817454524263
965,2.782346844511227
966,9.84796517475389
967,3.303204511386741
968,6.046046029898061
969,0.19571919202543034
970,0.896015086335921
971,3.295164035439451
972,1.2113925552077187
973,3.045375112126459
974,0.8977949656976331
975,2.432972956462599
976,5.094184358901582
977,12.339845417809943
978,2.80457827353207
979,3.998042822296077
980,3.6445194491513497
981,1.1546656407071099
982,1.400021054821633
983,2.3301653992929228
984,3.3325559165359016
985,1.6358088196069696
986,2.312753214512107
987,0.8072153636809665
988,1.844988767414262
989,7.431748444991938
990,0.7115996683862461
991,5.219501878220906
992,3.0570392193396927
993,2.6217005413814665
994,0.8667054294620554
995,1.5168540746167676
996,0.5474962683236255
997,0.8108238278245421
998,0.895295710615962
999,2.5398287807433175
1000,1.5273295722894382
1001,0.7397274166690248
1002,6.337370954867828
1003,0.6208222519542531
1004,2.068730614486872
1005,1.6957373880012556
1006,4.43399137751086
1007,3.9623299156727314
1008,4.8901321549154835
1009,1.534192215560995
1010,1.7345634275434132
1011,1.0684598052467917
1012,0.9814128155524702
1013,1.2475810249472834
1014,3.4066156729686985
1015,1.2728896515545187
1016,2.168998531716129
1017,0.8352541688492382
1018,10.267757394319373
1019,0.4819808709626003
1020,1.997570005768821
1021,0.31960473066437595
1022,0.8938185208148263
1023,1.0950615855507027
1024,1.7352064860616632
1025,1.018322050474009
1026,1.871404067369055
1027,3.2477118581234548
1028,1.8380186227228883
1029,2.0015001339074914
1030,1.5365477764079427
1031,0.9591591658009182
1032,1.502604078521013
1033,4.657107940751316
1034,0.9462394013563626
1035,3.120491831492356
1036,1.7383737757725364
1037,2.6309507940594754
1038,1.868980234837074
1039,1.4898733321588422
1040,1.6345498287778133
1041,1.0678618115036298
1042,7.215620051203979
1043,0.7903741260735062
1044,1.9650991953946535
1045,2.4851633413675027
1046,1.618918052424807
1047,2.365509852770481
1048,3.7931270880446513
1049,2.259930070110831
1050,0.6381810125441227
1051,1.2531502782732264
1052,7.401405796998493
1053,1.034550290132015
1054,3.540638435128013
1055,2.5141294778512293
1056,1.1769129824892468
1057,2.9584088316534474
1058,5.1156911796489535
1059,2.2683665172634986
1060,3.106919335603242
1061,2.058366342909361
1062,2.4065053389950872
1063,4.597178731263667
1064,1.883283510895937
1065,2.1459727743549584
1066,0.49076324410031896
1067,1.3162019909640608
1068,1.86396627278512
1069,3.7422977633297836
1070,7.563771583684834
1071,2.425288827592343
1072,0.7277156500286136
1073,2.8937935137039728
1074,6.6933332376751125
1075,2.4743120893794646
1076,0.9507886896496123
1077,1.635707759315077
1078,1.4385003191415644
1079,1.6095161670750875
1080,0.7115996885576348
1081,1.2047023625467634
1082,4.059575732464094
1083,0.5950690562640142
1084,1.7294258379999725
1085,0.8839394435948353
1086,2.3004187526135973
1087,2.8055504709911196
1088,6.831657272588954
1089,1.5242578830332143
1090,2.21785499461683
1091,0.3807508826291951
1092,0.4168162410568862
1093,0.7831214524469717
1094,2.8030495446137715
1095,3.12752471401702
1096,2.1944106351400907
1097,1.833080684017594
1098,5.908222259252652
1099,1.344284665523826
1100,1.8911062875287437
1101,2.072256340876902
1102,1.001779726165565
1103,1.6413016406873895
1104,1.8167811571393822
1105,3.1909780754254378
1106,2.046560203022472
1107,0.3652873258276883
1108,1.0877911644103457
1109,2.19143241832479
1110,3.866344800422453
1111,1.5291952029722875
1112,2.487322061210358
1113,1.6720154337624615
1114,4.337070218620405
1115,1.9279956241249367
1116,4.029799259626335
1117,2.87646555811123
1118,4.162773036809218
1119,1.7553099746530934
1120,2.9906466072790248
1121,1.7821352124929801
1122,1.9530250543095702
1123,0.6812729351605941
1124,7.0645438583220095
1125,1.6152936981764658
1126,1.1681055407826384
1127,1.3675121191078101
1128,5.190348194006499
1129,3.0609538570018526
1130,5.2695933825405135
1131,3.8207000039244527
1132,0.717903245246925
1133,4.422805365890973
1134,1.1852247069395525
1135,1.25319256329718
1136,3.078744376188531
1137,0.8017651485958661
1138,2.8899009237154476
1139,2.684497306089936
1140,0.6076696514176506
1141,1.233185579436921
1142,0.5195881068587248
1143,3.0852341617806864
1144,2.0836170694358978
1145,1.9775804589011048
1146,0.681918183126607
1147,1.9628806915867298
1148,3.349475943962614
1149,2.035431143130756
1150,1.7863552206543993
1151,2.0181607372465997
1152,3.724134364952393
1153,1.3784145149916094
1154,0.6467056125970296
1155,2.418642841841166
1156,3.3183487303779424
1157,3.2564669300104945
1158,10.91172019761652
1159,2.1401257724665776
1160,1.2975238694342233
1161,3.7350075344646037
1162,1.1366160765049562
1163,0.6999269655914759
1164,2.2748916992917954
1165,1.5729085417140076
1166,1.0581120565298099
1167,3.1478134463193195
1168,3.070264671889544
1169,4.574995594501985
1170,3.5475398060658794
1171,3.5041207533914642
1172,0.71159967381671
1173,2.0512085765847736
1174,2.7379674420703006
1175,2.8761099390421725
1176,0.9588130069520907
1177,1.1049132673551931
1178,2.446103457151555
1179,1.2909882668587396
1180,2.616487761002364
1181,1.1425281524854793
1182,1.4576595484372439
1183,1.8962267186076185
1184,1.2243532183658368
1185,0.3469035275404122
1186,1.3857845643323172
1187,2.530110699786949
1188,8.809032464063366
1189,1.2747012646162452
1190,2.6212041921919687
1191,1.9825635684214313
1192,0.8205980643456595
1193,0.9373399925319829
1194,3.6496288941452533
1195,5.820965965892993
1196,2.4426963224510945
1197,0.7611180958964491
1198,2.70951999770236
1199,0.8698278460297991
1200,9.810723215661834
1201,1.951723439175019
1202,1.863061248297961
1203,0.6013235444138227
1204,0.5071143746069092
1205,1.4966844892980082
1206,0.7988776200535954
1207,0.5724460788649659
1208,1.1713758273523527
1209,2.2390544049160805
1210,2.2154727320548635
1211,3.814143931271279
